,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
2279,Siena,Milan,1,2,A,1,0,H,8,21,2,9,26,12,7,9,3,0,1,1
2280,Torino,Catania,2,2,D,0,1,A,16,13,5,4,14,16,5,0,0,2,0,0
2281,Sampdoria,Juventus,0,1,A,0,0,D,4,11,1,4,21,21,4,10,2,3,1,0
2282,Verona,Milan,2,1,H,1,1,D,14,15,8,5,11,14,6,5,2,3,0,0
2283,Cagliari,Atalanta,2,1,H,1,1,D,23,11,7,2,19,17,10,3,2,4,0,0
2284,Inter,Genoa,2,0,H,0,0,D,20,4,5,0,15,9,12,2,2,3,0,0
2285,Lazio,Udinese,2,1,H,2,0,H,20,7,6,3,15,13,4,4,4,3,0,0
2286,Livorno,Roma,0,2,A,0,0,D,5,17,3,6,12,18,2,8,1,2,0,0
2287,Napoli,Bologna,3,0,H,2,0,H,16,8,6,2,10,14,0,5,1,3,0,0
2288,Parma,Chievo,0,0,D,0,0,D,14,16,4,3,17,17,7,3,2,3,0,0
2289,Torino,Sassuolo,2,0,H,1,0,H,14,14,5,4,15,13,4,5,3,2,0,0
2290,Fiorentina,Catania,2,1,H,2,1,H,16,13,6,4,16,20,3,3,2,4,0,0
2291,Chievo,Napoli,2,4,A,2,2,D,13,18,6,8,10,10,3,4,1,1,0,0
2292,Juventus,Lazio,4,1,H,2,1,H,12,17,5,11,12,15,4,5,1,0,0,1
2293,Atalanta,Torino,2,0,H,0,0,D,10,14,3,2,15,16,6,4,3,2,0,0
2294,Bologna,Sampdoria,2,2,D,1,1,D,10,13,6,5,20,13,4,4,3,3,0,0
2295,Catania,Inter,0,3,A,0,1,A,13,17,3,7,16,10,4,3,3,1,0,0
2296,Genoa,Fiorentina,2,5,A,0,3,A,14,16,7,8,13,7,11,2,1,2,1,0
2297,Milan,Cagliari,3,1,H,2,1,H,17,10,8,2,25,13,3,5,1,1,0,0
2298,Roma,Verona,3,0,H,0,0,D,25,13,11,1,9,12,9,3,2,2,0,0
2299,Sassuolo,Livorno,1,4,A,0,1,A,11,10,4,5,17,18,10,3,1,1,0,0
2300,Udinese,Parma,3,1,H,1,0,H,15,12,6,1,12,14,5,6,0,4,0,0
2301,Inter,Juventus,1,1,D,0,0,D,8,12,4,5,16,14,6,1,2,2,0,0
2302,Napoli,Atalanta,2,0,H,0,0,D,29,11,11,5,7,11,8,2,1,0,0,1
2303,Torino,Milan,2,2,D,0,0,D,10,14,3,5,13,16,4,4,2,2,0,0
2304,Fiorentina,Cagliari,1,1,D,0,0,D,16,6,2,1,12,17,4,9,1,3,1,0
2305,Lazio,Chievo,3,0,H,3,0,H,14,14,6,5,14,10,3,11,2,6,0,0
2306,Livorno,Catania,2,0,H,0,0,D,16,15,4,2,21,20,2,8,4,3,0,0
2307,Sampdoria,Genoa,0,3,A,0,1,A,20,4,2,3,21,21,6,3,5,3,0,0
2308,Udinese,Bologna,1,1,D,0,0,D,12,8,3,3,14,17,4,4,1,4,0,0
2309,Verona,Sassuolo,2,0,H,1,0,H,10,18,3,2,18,11,5,10,3,1,0,0
2310,Parma,Roma,1,3,A,1,0,H,11,14,2,8,18,10,5,2,4,0,0,0
2311,Cagliari,Sampdoria,2,2,D,1,0,H,13,15,4,4,15,17,3,3,3,3,0,0
2312,Chievo,Udinese,2,1,H,2,1,H,13,14,5,3,17,18,9,4,5,3,0,0
2313,Genoa,Livorno,0,0,D,0,0,D,10,9,4,4,16,16,6,5,4,1,0,0
2314,Atalanta,Fiorentina,0,2,A,0,1,A,16,12,2,5,19,15,9,3,3,1,0,0
2315,Bologna,Torino,1,2,A,1,2,A,13,10,3,6,18,20,1,5,5,6,1,0
2316,Catania,Parma,0,0,D,0,0,D,12,12,2,3,20,27,8,2,0,3,0,0
2317,Juventus,Verona,2,1,H,2,1,H,35,4,15,1,17,11,5,2,4,1,0,0
2318,Milan,Napoli,1,2,A,0,1,A,22,9,8,3,11,9,8,3,3,1,1,0
2319,Roma,Lazio,2,0,H,0,0,D,18,8,5,0,14,16,8,3,4,3,0,1
2320,Sassuolo,Inter,0,7,A,0,3,A,7,23,4,11,8,13,2,7,3,1,0,0
2321,Udinese,Genoa,1,0,H,0,0,D,14,7,3,1,10,16,10,2,1,3,0,0
2322,Bologna,Milan,3,3,D,1,1,D,15,16,6,8,22,13,5,9,4,2,0,0
2323,Chievo,Juventus,1,2,A,1,0,H,5,18,3,8,14,16,2,4,3,0,0,0
2324,Lazio,Catania,3,1,H,2,1,H,29,10,13,1,13,12,8,3,2,2,0,1
2325,Livorno,Cagliari,1,1,D,1,0,H,10,20,3,5,8,15,6,5,2,4,0,0
2326,Napoli,Sassuolo,1,1,D,1,1,D,19,17,8,6,11,18,8,6,2,2,0,0
2327,Parma,Atalanta,4,3,H,4,2,H,14,12,6,4,18,23,3,4,3,4,1,0
2328,Sampdoria,Roma,0,2,A,0,0,D,13,10,3,4,15,16,5,1,2,3,1,0
2329,Torino,Verona,2,2,D,1,1,D,11,7,7,6,11,17,9,3,1,0,0,0
2330,Inter,Fiorentina,2,1,H,0,0,D,15,18,5,6,15,7,6,6,4,1,0,0
2331,Genoa,Napoli,0,2,A,0,2,A,10,11,2,3,17,10,5,7,2,2,0,0
2332,Milan,Sampdoria,1,0,H,0,0,D,16,14,5,1,10,11,7,2,0,3,0,0
2333,Atalanta,Udinese,2,0,H,1,0,H,12,11,5,3,17,16,8,4,1,4,0,0
2334,Cagliari,Inter,1,1,D,0,0,D,9,15,3,5,14,14,2,6,4,2,0,0
2335,Catania,Chievo,2,0,H,1,0,H,8,14,5,3,14,17,1,9,2,3,0,0
2336,Roma,Bologna,5,0,H,3,0,H,11,11,7,3,12,13,2,7,1,3,0,0
2337,Sassuolo,Lazio,2,2,D,0,0,D,20,12,6,4,12,11,12,4,3,1,0,0
2338,Torino,Juventus,0,1,A,0,0,D,6,17,0,6,12,16,2,8,3,3,0,0
2339,Verona,Livorno,2,1,H,1,1,D,16,19,5,8,15,8,5,5,3,2,0,0
2340,Fiorentina,Parma,2,2,D,0,1,A,11,7,3,5,10,20,6,5,3,2,0,0
2341,Chievo,Atalanta,0,1,A,0,1,A,20,8,3,2,12,10,11,5,2,1,0,0
2342,Inter,Roma,0,3,A,0,3,A,18,9,3,5,15,22,10,2,2,5,0,1
2343,Bologna,Verona,1,4,A,0,2,A,24,13,8,5,12,9,6,5,2,2,0,0
2344,Catania,Genoa,1,1,D,0,0,D,14,8,4,3,22,15,3,4,3,3,0,0
2345,Juventus,Milan,3,2,H,1,1,D,20,8,6,5,12,13,9,5,1,3,0,1
2346,Lazio,Fiorentina,0,0,D,0,0,D,20,3,4,0,15,17,6,1,4,4,0,0
2347,Napoli,Livorno,4,0,H,2,0,H,10,10,6,2,19,17,4,4,0,2,0,0
2348,Parma,Sassuolo,3,1,H,1,1,D,10,16,3,7,18,16,3,6,2,2,1,1
2349,Sampdoria,Torino,2,2,D,1,0,H,14,10,6,3,21,22,4,11,3,6,0,0
2350,Udinese,Cagliari,2,0,H,1,0,H,12,15,4,2,14,17,5,4,1,1,0,0
2351,Roma,Napoli,2,0,H,1,0,H,13,15,4,3,13,11,2,5,2,3,0,1
2352,Cagliari,Catania,2,1,H,1,1,D,29,7,10,4,12,18,11,5,3,1,0,1
2353,Milan,Udinese,1,0,H,1,0,H,12,7,3,2,13,12,3,10,3,3,0,0
2354,Atalanta,Lazio,2,1,H,1,0,H,14,16,5,4,7,17,8,2,0,2,0,0
2355,Fiorentina,Juventus,4,2,H,0,2,A,12,18,7,8,11,25,4,5,3,6,0,0
2356,Genoa,Chievo,2,1,H,1,0,H,9,15,5,7,15,20,4,2,1,4,0,0
2357,Livorno,Sampdoria,1,2,A,0,1,A,17,11,5,2,14,18,5,2,5,2,0,0
2358,Sassuolo,Bologna,2,1,H,2,1,H,8,20,5,6,18,11,1,13,4,2,0,0
2359,Torino,Inter,3,3,D,1,1,D,23,8,5,5,9,13,11,2,3,2,0,1
2360,Verona,Parma,3,2,H,1,2,A,14,14,7,6,16,21,6,3,0,7,0,0
2361,Inter,Verona,4,2,H,3,1,H,21,9,8,4,11,10,9,1,3,3,1,1
2362,Sampdoria,Atalanta,1,0,H,0,0,D,14,8,6,0,22,18,3,5,4,2,0,1
2363,Bologna,Livorno,1,0,H,1,0,H,9,13,4,2,20,13,5,6,2,2,0,0
2364,Catania,Sassuolo,0,0,D,0,0,D,14,12,4,1,19,12,5,2,1,2,0,0
2365,Chievo,Fiorentina,1,2,A,1,1,D,9,15,2,4,15,8,3,6,4,3,0,0
2366,Juventus,Genoa,2,0,H,2,0,H,24,6,9,0,15,9,6,2,1,1,0,0
2367,Lazio,Cagliari,2,0,H,0,0,D,12,12,3,4,17,14,4,5,1,1,0,0
2368,Napoli,Torino,2,0,H,2,0,H,21,9,7,3,13,9,7,4,1,0,0,1
2369,Parma,Milan,3,2,H,2,0,H,16,16,8,5,14,10,3,6,3,3,0,0
2370,Udinese,Roma,0,1,A,0,0,D,13,15,3,5,16,12,4,8,4,3,0,1
2371,Atalanta,Inter,1,1,D,1,1,D,12,13,8,4,11,14,8,7,3,1,0,0
2372,Cagliari,Bologna,0,3,A,0,1,A,11,17,2,5,17,21,7,3,2,3,1,0
2373,Fiorentina,Napoli,1,2,A,1,2,A,11,4,3,2,22,16,9,3,2,3,1,1
2374,Genoa,Parma,1,0,H,0,0,D,5,10,5,3,14,12,2,3,3,2,0,0
2375,Juventus,Catania,4,0,H,2,0,H,23,7,10,1,14,11,9,5,2,0,0,1
2376,Livorno,Torino,3,3,D,2,2,D,19,13,6,7,13,18,8,8,6,5,0,0
2377,Milan,Lazio,1,1,D,0,0,D,18,5,5,3,12,19,4,3,4,2,0,0
2378,Sassuolo,Udinese,1,2,A,1,1,D,15,9,7,4,16,22,6,4,3,2,1,0
2379,Verona,Sampdoria,2,0,H,0,0,D,12,15,5,5,12,13,7,3,0,1,0,0
2380,Roma,Chievo,1,0,H,0,0,D,18,2,3,1,12,19,10,1,3,5,0,0
2381,Milan,Fiorentina,0,2,A,0,1,A,18,4,1,2,19,12,10,3,1,2,0,0
2382,Napoli,Catania,2,1,H,2,1,H,21,13,8,2,14,13,12,0,0,0,0,0
2383,Parma,Juventus,0,1,A,0,0,D,5,12,1,5,15,14,6,3,2,4,0,0
2384,Lazio,Genoa,0,2,A,0,0,D,17,7,4,3,16,18,5,4,2,1,0,0
2385,Livorno,Atalanta,1,0,H,1,0,H,18,5,6,1,15,17,3,4,4,3,0,1
2386,Sampdoria,Sassuolo,3,4,A,1,0,H,13,19,5,10,17,14,4,3,2,2,1,0
2387,Torino,Roma,1,1,D,0,1,A,14,12,5,3,12,11,5,5,2,3,0,0
2388,Udinese,Inter,0,3,A,0,2,A,9,13,3,5,12,13,6,4,0,3,0,0
2389,Verona,Cagliari,2,1,H,1,0,H,6,18,4,3,8,21,4,6,0,3,0,0
2390,Bologna,Chievo,0,0,D,0,0,D,12,3,3,1,14,24,2,2,2,1,0,0
2391,Catania,Udinese,1,0,H,1,0,H,11,17,4,1,24,15,5,6,2,3,0,0
2392,Inter,Livorno,2,0,H,1,0,H,12,9,4,1,15,10,6,0,3,3,0,0
2393,Atalanta,Bologna,2,1,H,0,0,D,13,11,3,4,17,17,8,1,3,2,0,0
2394,Cagliari,Torino,2,1,H,1,0,H,10,9,5,4,19,11,4,4,4,4,0,0
2395,Chievo,Milan,0,0,D,0,0,D,6,23,2,3,15,9,2,8,2,0,1,1
2396,Fiorentina,Sampdoria,2,1,H,2,0,H,14,13,5,3,7,15,9,1,0,4,0,0
2397,Genoa,Verona,2,0,H,2,0,H,12,25,3,4,8,8,5,4,1,2,0,0
2398,Juventus,Napoli,3,0,H,1,0,H,14,13,10,5,16,16,4,4,2,1,1,0
2399,Parma,Lazio,1,1,D,0,0,D,10,13,4,4,7,12,4,10,2,2,1,0
2400,Roma,Sassuolo,1,1,D,1,0,H,16,11,6,7,10,18,10,3,3,4,0,0
2401,Milan,Genoa,1,1,D,1,1,D,39,2,10,1,10,18,12,0,3,2,0,1
2402,Napoli,Parma,0,1,A,0,0,D,10,12,4,4,9,13,5,6,2,2,0,0
2403,Verona,Chievo,0,1,A,0,0,D,6,12,0,3,16,17,11,7,4,1,0,0
2404,Bologna,Inter,1,1,D,1,0,H,9,22,4,6,10,9,2,15,4,1,0,0
2405,Livorno,Juventus,0,2,A,0,0,D,9,21,1,6,14,19,3,11,4,1,0,0
2406,Sampdoria,Lazio,1,1,D,0,0,D,10,12,5,2,16,17,3,4,3,3,1,0
2407,Sassuolo,Atalanta,2,0,H,0,0,D,17,13,6,4,21,25,5,2,1,2,1,0
2408,Torino,Catania,4,1,H,2,0,H,22,15,7,5,10,21,7,6,3,5,0,0
2409,Udinese,Fiorentina,1,0,H,1,0,H,22,15,11,5,22,8,6,6,2,2,0,0
2410,Roma,Cagliari,0,0,D,0,0,D,19,8,5,2,9,11,19,7,2,4,0,0
2411,Genoa,Torino,1,1,D,0,1,A,16,21,7,10,15,15,5,9,3,2,0,0
2412,Parma,Bologna,1,1,D,1,1,D,18,7,8,4,17,14,11,2,6,2,0,1
2413,Atalanta,Roma,1,1,D,0,0,D,7,17,3,7,10,21,2,7,3,2,0,0
2414,Cagliari,Sassuolo,2,2,D,0,2,A,16,12,7,4,12,15,6,2,2,1,0,0
2415,Catania,Milan,1,3,A,1,1,D,12,13,3,7,18,15,2,5,3,3,1,0
2416,Chievo,Livorno,3,0,H,1,0,H,19,14,6,4,21,4,11,6,4,2,0,0
2417,Inter,Sampdoria,1,1,D,1,0,H,11,14,2,5,17,17,4,5,3,3,0,0
2418,Juventus,Udinese,1,0,H,0,0,D,27,9,5,4,10,9,12,4,2,1,0,0
2419,Fiorentina,Verona,4,3,H,3,2,H,23,11,7,7,9,13,5,1,2,3,0,1
2420,Lazio,Napoli,2,4,A,1,1,D,12,13,4,7,21,13,1,3,2,2,0,0
2421,Bologna,Juventus,0,2,A,0,1,A,10,19,4,6,16,16,7,6,1,4,0,0
2422,Livorno,Milan,2,2,D,1,1,D,17,11,7,5,15,11,7,2,5,2,0,0
2423,Napoli,Udinese,3,3,D,2,1,H,12,17,6,7,13,13,10,8,4,2,0,0
2424,Cagliari,Genoa,2,1,H,0,1,A,30,4,7,3,15,11,8,3,5,1,0,1
2425,Inter,Parma,3,3,D,1,2,A,15,17,6,8,14,13,3,11,2,1,0,0
2426,Roma,Fiorentina,2,1,H,1,1,D,21,15,9,5,11,13,8,6,3,4,1,0
2427,Sampdoria,Catania,2,0,H,0,0,D,17,5,7,0,17,13,7,3,3,2,0,0
2428,Sassuolo,Chievo,0,1,A,0,0,D,6,9,2,5,19,26,4,4,2,2,0,0
2429,Torino,Lazio,1,0,H,1,0,H,5,21,3,3,8,19,1,15,3,2,0,0
2430,Verona,Atalanta,2,1,H,0,1,A,15,11,6,5,13,15,9,5,1,3,0,1
2431,Catania,Verona,0,0,D,0,0,D,16,8,6,1,17,19,6,2,2,1,0,0
2432,Chievo,Sampdoria,0,1,A,0,1,A,11,9,6,2,15,23,7,3,4,5,0,0
2433,Fiorentina,Bologna,3,0,H,2,0,H,18,8,8,4,10,11,6,6,2,1,0,0
2434,Genoa,Atalanta,1,1,D,0,0,D,13,15,3,4,10,13,10,8,0,2,0,0
2435,Juventus,Sassuolo,4,0,H,3,0,H,20,12,8,0,12,15,5,2,1,1,0,0
2436,Lazio,Livorno,2,0,H,2,0,H,17,10,5,1,22,17,1,5,2,5,0,0
2437,Napoli,Inter,4,2,H,3,2,H,13,11,9,5,12,9,5,6,2,1,0,1
2438,Parma,Cagliari,0,0,D,0,0,D,10,18,2,4,13,17,5,3,4,4,0,0
2439,Udinese,Torino,0,2,A,0,0,D,20,7,3,3,12,13,6,2,2,3,0,0
2440,Milan,Roma,2,2,D,1,1,D,11,14,4,4,13,13,4,7,4,2,0,0
2441,Cagliari,Napoli,1,1,D,1,1,D,10,10,4,2,13,14,4,6,2,2,0,0
2442,Livorno,Udinese,1,2,A,1,1,D,14,14,4,4,11,20,3,4,3,2,0,0
2443,Atalanta,Juventus,1,4,A,1,1,D,7,16,3,4,14,16,1,4,1,2,0,0
2444,Bologna,Genoa,1,0,H,0,0,D,19,5,3,1,23,21,8,4,5,1,0,0
2445,Inter,Milan,1,0,H,0,0,D,15,18,7,5,13,15,5,7,3,4,0,1
2446,Roma,Catania,4,0,H,1,0,H,21,10,10,1,11,19,9,3,1,4,0,0
2447,Sampdoria,Parma,1,1,D,1,0,H,8,15,3,5,16,18,4,4,2,4,0,0
2448,Sassuolo,Fiorentina,0,1,A,0,0,D,9,10,3,5,18,10,2,3,5,3,0,0
2449,Torino,Chievo,4,1,H,1,1,D,12,9,6,3,12,13,6,7,2,2,0,0
2450,Verona,Lazio,4,1,H,2,1,H,13,18,7,9,7,13,1,10,1,2,0,0
2451,Chievo,Cagliari,0,0,D,0,0,D,1,6,0,1,24,19,1,1,3,2,0,0
2452,Fiorentina,Livorno,1,0,H,0,0,D,19,8,7,3,13,21,5,3,4,5,0,0
2453,Juventus,Roma,3,0,H,1,0,H,13,8,5,4,15,17,5,3,3,2,0,2
2454,Catania,Bologna,2,0,H,1,0,H,19,12,2,2,18,19,3,4,4,4,0,0
2455,Genoa,Sassuolo,2,0,H,2,0,H,17,10,8,1,19,23,9,4,3,4,0,0
2456,Lazio,Inter,1,0,H,0,0,D,8,10,3,1,11,16,6,4,3,2,0,0
2457,Milan,Atalanta,3,0,H,1,0,H,15,12,8,4,20,13,3,7,1,1,0,0
2458,Napoli,Sampdoria,2,0,H,0,0,D,19,15,6,4,13,14,7,1,3,3,0,0
2459,Parma,Torino,3,1,H,2,1,H,17,14,5,4,17,6,9,4,1,2,0,0
2460,Udinese,Verona,1,3,A,1,2,A,23,8,3,3,10,13,4,4,0,2,0,0
2461,Bologna,Lazio,0,0,D,0,0,D,12,2,4,0,8,13,1,3,2,2,0,0
2462,Livorno,Parma,0,3,A,0,1,A,19,9,5,5,13,21,6,6,1,1,0,0
2463,Atalanta,Catania,2,1,H,0,0,D,17,12,8,4,13,13,8,10,2,3,0,0
2464,Cagliari,Juventus,1,4,A,1,1,D,8,15,3,9,10,13,4,4,2,1,1,0
2465,Roma,Genoa,4,0,H,3,0,H,22,0,8,0,13,7,4,1,0,2,0,1
2466,Sassuolo,Milan,4,3,H,3,2,H,12,16,8,7,23,18,4,3,5,3,0,0
2467,Torino,Fiorentina,0,0,D,0,0,D,6,16,5,2,9,10,7,5,0,1,0,0
2468,Verona,Napoli,0,3,A,0,1,A,11,15,2,8,21,19,4,3,1,1,0,0
2469,Inter,Chievo,1,1,D,1,1,D,9,9,5,1,10,13,6,3,1,1,0,0
2470,Sampdoria,Udinese,3,0,H,1,0,H,20,4,6,1,22,21,5,6,3,3,1,2
2471,Juventus,Sampdoria,4,2,H,3,1,H,18,17,5,5,8,12,3,10,1,3,0,0
2472,Roma,Livorno,3,0,H,2,0,H,22,4,10,0,16,11,8,0,1,0,0,0
2473,Atalanta,Cagliari,1,0,H,0,0,D,12,16,5,1,9,8,4,5,3,0,0,1
2474,Bologna,Napoli,2,2,D,1,0,H,10,11,2,4,23,14,5,5,4,2,1,0
2475,Catania,Fiorentina,0,3,A,0,3,A,9,12,3,4,16,9,3,3,2,1,0,0
2476,Chievo,Parma,1,2,A,1,1,D,8,10,2,4,17,16,3,1,2,3,0,0
2477,Genoa,Inter,1,0,H,0,0,D,14,11,6,5,14,13,11,5,5,1,0,0
2478,Milan,Verona,1,0,H,0,0,D,25,13,7,3,11,12,5,10,2,1,0,0
2479,Sassuolo,Torino,0,2,A,0,1,A,15,6,2,5,18,17,10,4,3,2,0,0
2480,Udinese,Lazio,2,3,A,1,0,H,10,20,3,5,10,15,3,2,2,3,0,1
2481,Lazio,Juventus,1,1,D,1,0,H,11,11,3,3,13,15,0,7,1,1,0,1
2482,Napoli,Chievo,1,1,D,0,1,A,23,3,4,1,12,15,11,2,1,2,0,0
2483,Cagliari,Milan,1,2,A,1,0,H,7,21,1,8,21,19,4,9,3,1,0,0
2484,Fiorentina,Genoa,3,3,D,2,2,D,18,10,4,3,11,18,8,2,1,2,0,0
2485,Inter,Catania,0,0,D,0,0,D,13,5,3,0,13,15,14,4,1,2,0,0
2486,Livorno,Sassuolo,3,1,H,3,1,H,10,12,3,3,19,16,4,5,3,6,0,0
2487,Parma,Udinese,1,0,H,1,0,H,12,7,5,2,12,11,8,5,3,3,0,0
2488,Sampdoria,Bologna,1,1,D,0,0,D,15,17,5,5,16,11,6,5,4,1,0,0
2489,Torino,Atalanta,1,0,H,0,0,D,18,12,4,2,12,11,10,3,4,4,0,1
2490,Verona,Roma,1,3,A,0,1,A,6,19,3,5,18,11,4,6,3,2,0,0
2491,Bologna,Udinese,0,2,A,0,1,A,16,6,1,3,8,18,5,5,3,4,0,0
2492,Cagliari,Fiorentina,1,0,H,1,0,H,13,14,6,3,22,17,2,7,2,1,0,0
2493,Milan,Torino,1,1,D,0,1,A,23,6,6,2,14,12,13,3,2,2,0,0
2494,Atalanta,Napoli,3,0,H,0,0,D,10,16,3,3,14,17,1,6,0,2,0,0
2495,Catania,Livorno,3,3,D,0,0,D,15,17,6,7,26,16,4,2,5,5,0,0
2496,Chievo,Lazio,0,2,A,0,1,A,11,12,0,6,14,9,5,6,2,1,0,0
2497,Juventus,Inter,3,1,H,1,0,H,20,7,9,2,11,13,8,4,1,2,0,0
2498,Sassuolo,Verona,1,2,A,0,0,D,12,13,2,1,15,19,6,5,2,3,0,0
2499,Genoa,Sampdoria,0,1,A,0,1,A,12,12,4,7,14,22,5,5,4,1,0,0
2500,Fiorentina,Atalanta,2,0,H,1,0,H,19,11,5,3,13,14,11,6,1,2,0,1
2501,Napoli,Milan,3,1,H,1,1,D,27,8,14,6,10,17,5,0,3,2,0,0
2502,Udinese,Chievo,3,0,H,0,0,D,10,9,5,3,12,10,1,6,0,2,0,0
2503,Inter,Sassuolo,1,0,H,0,0,D,16,3,7,1,13,14,10,3,1,1,0,0
2504,Lazio,Roma,0,0,D,0,0,D,3,14,0,4,20,10,6,6,3,2,0,0
2505,Livorno,Genoa,0,1,A,0,1,A,19,6,5,2,20,20,10,1,4,3,0,0
2506,Parma,Catania,0,0,D,0,0,D,5,19,1,2,21,12,6,6,2,3,0,0
2507,Sampdoria,Cagliari,1,0,H,1,0,H,10,14,3,3,26,24,5,4,4,5,0,0
2508,Torino,Bologna,1,2,A,1,2,A,19,11,5,6,18,16,13,1,0,0,0,0
2509,Verona,Juventus,2,2,D,0,2,A,11,14,3,4,10,19,3,9,2,0,0,0
2510,Milan,Bologna,1,0,H,0,0,D,13,11,4,4,17,22,8,2,1,3,0,0
2511,Fiorentina,Inter,1,2,A,0,1,A,15,9,5,4,11,16,9,6,1,6,0,0
2512,Atalanta,Parma,0,4,A,0,1,A,14,17,5,7,11,12,8,4,2,4,0,0
2513,Cagliari,Livorno,1,2,A,0,1,A,12,15,5,3,19,23,1,5,2,4,1,2
2514,Catania,Lazio,3,1,H,1,1,D,16,10,8,3,18,23,1,1,2,4,0,0
2515,Genoa,Udinese,3,3,D,1,2,A,23,10,6,7,12,16,8,8,3,5,0,0
2516,Juventus,Chievo,3,1,H,2,0,H,14,9,5,2,14,16,7,2,3,2,0,0
2517,Roma,Sampdoria,3,0,H,1,0,H,16,9,6,2,10,15,6,2,2,1,0,1
2518,Sassuolo,Napoli,0,2,A,0,1,A,8,20,2,7,9,15,3,4,4,3,0,0
2519,Verona,Torino,1,3,A,1,0,H,16,15,4,5,10,17,6,6,1,3,0,0
2520,Bologna,Roma,0,1,A,0,1,A,12,17,1,2,10,15,5,1,1,3,0,0
2521,Chievo,Catania,2,0,H,1,0,H,13,12,6,5,23,18,4,9,4,4,1,0
2522,Inter,Cagliari,1,1,D,0,1,A,16,6,5,1,11,15,5,3,1,4,0,0
2523,Juventus,Torino,1,0,H,1,0,H,15,15,6,3,12,15,4,2,2,2,0,0
2524,Lazio,Sassuolo,3,2,H,1,0,H,11,7,4,4,16,12,4,4,1,3,0,0
2525,Livorno,Verona,2,3,A,0,3,A,21,16,4,7,19,13,6,8,4,2,0,0
2526,Sampdoria,Milan,0,2,A,0,1,A,8,14,3,8,12,12,4,4,4,3,1,0
2527,Udinese,Atalanta,1,1,D,0,1,A,11,8,6,4,15,17,6,7,2,2,0,0
2528,Napoli,Genoa,1,1,D,1,0,H,9,11,3,5,19,15,5,5,5,2,0,0
2529,Parma,Fiorentina,2,2,D,1,1,D,11,17,5,2,18,13,1,6,3,3,1,2
2530,Roma,Inter,0,0,D,0,0,D,10,11,4,1,14,19,5,6,0,1,0,0
2531,Atalanta,Chievo,2,1,H,1,0,H,12,12,5,4,12,10,6,8,1,3,0,1
2532,Cagliari,Udinese,3,0,H,1,0,H,9,16,4,5,15,13,2,9,3,1,0,0
2533,Fiorentina,Lazio,0,1,A,0,1,A,18,10,2,3,12,13,7,6,3,3,0,0
2534,Genoa,Catania,2,0,H,1,0,H,17,10,7,2,28,20,4,0,3,0,0,1
2535,Livorno,Napoli,1,1,D,1,1,D,10,16,4,7,20,10,4,4,2,2,0,0
2536,Milan,Juventus,0,2,A,0,1,A,22,10,9,5,15,7,7,1,1,2,0,0
2537,Sassuolo,Parma,0,1,A,0,1,A,8,16,3,6,22,23,6,6,2,1,1,0
2538,Torino,Sampdoria,0,2,A,0,1,A,21,11,6,4,13,20,12,4,3,3,0,0
2539,Verona,Bologna,0,0,D,0,0,D,9,14,2,6,18,15,8,3,1,5,0,1
2540,Catania,Cagliari,1,1,D,0,0,D,18,9,3,3,19,18,12,2,3,2,0,1
2541,Udinese,Milan,1,0,H,0,0,D,14,15,3,5,13,13,2,8,1,3,0,0
2542,Bologna,Sassuolo,0,0,D,0,0,D,9,12,4,3,23,19,1,2,1,2,0,0
2543,Chievo,Genoa,2,1,H,1,0,H,17,19,5,6,20,21,6,10,1,4,0,0
2544,Inter,Torino,1,0,H,1,0,H,15,6,3,2,8,15,2,5,0,4,0,0
2545,Juventus,Fiorentina,1,0,H,1,0,H,13,11,2,0,13,14,6,2,2,4,0,0
2546,Lazio,Atalanta,0,1,A,0,0,D,15,11,4,5,17,13,10,2,1,1,1,0
2547,Napoli,Roma,1,0,H,0,0,D,13,14,4,6,13,8,3,5,1,2,0,0
2548,Parma,Verona,2,0,H,1,0,H,17,11,6,3,16,14,8,5,3,2,0,0
2549,Sampdoria,Livorno,4,2,H,0,2,A,18,15,7,6,22,14,12,4,2,3,0,0
2550,Verona,Inter,0,2,A,0,1,A,10,18,4,8,6,7,3,5,2,1,0,0
2551,Atalanta,Sampdoria,3,0,H,2,0,H,12,15,4,4,12,15,9,3,1,1,0,0
2552,Cagliari,Lazio,0,2,A,0,1,A,8,17,3,5,13,14,3,3,4,2,1,0
2553,Fiorentina,Chievo,3,1,H,2,0,H,10,16,5,4,10,25,4,7,0,3,0,0
2554,Genoa,Juventus,0,1,A,0,0,D,14,6,4,1,23,18,3,3,4,2,0,0
2555,Livorno,Bologna,2,1,H,0,0,D,8,15,4,4,19,17,2,5,3,3,2,0
2556,Milan,Parma,2,4,A,0,1,A,13,20,3,6,14,16,4,6,3,2,1,0
2557,Sassuolo,Catania,3,1,H,0,1,A,21,9,10,3,21,24,10,2,5,2,0,0
2558,Roma,Udinese,3,2,H,2,0,H,20,14,9,8,8,13,5,11,1,1,0,0
2559,Torino,Napoli,0,1,A,0,0,D,12,13,4,4,14,8,5,5,2,2,0,0
2560,Chievo,Roma,0,2,A,0,2,A,9,16,4,4,14,13,5,1,1,1,0,0
2561,Torino,Livorno,3,1,H,1,0,H,18,10,11,3,11,15,12,6,0,1,0,0
