4353,26/12/2018,Cagliari,Genoa,1,0,H,1,0,H,12,10,7,4,8,9,4,4,3,3,0,0
4354,26/12/2018,Fiorentina,Parma,0,1,A,0,1,A,16,3,7,2,15,15,9,2,4,4,1,0
4355,26/12/2018,Frosinone,Milan,0,0,D,0,0,D,11,16,5,8,10,12,3,6,2,1,0,0
4356,26/12/2018,Inter,Napoli,1,0,H,0,0,D,9,9,5,4,12,8,5,0,3,4,0,2
4357,26/12/2018,Roma,Sassuolo,3,1,H,2,0,H,16,8,10,3,15,16,8,5,1,1,0,0
4358,26/12/2018,Sampdoria,Chievo,2,0,H,0,0,D,10,7,6,1,22,19,4,1,2,1,0,0
4359,26/12/2018,Spal,Udinese,0,0,D,0,0,D,7,3,4,1,10,14,7,2,1,2,0,0
4360,26/12/2018,Torino,Empoli,3,0,H,1,0,H,13,5,10,1,9,9,5,1,1,3,0,1
4361,29/12/2018,Chievo,Frosinone,1,0,H,0,0,D,9,12,3,4,16,20,4,2,4,6,0,1
4362,29/12/2018,Empoli,Inter,0,1,A,0,0,D,7,7,3,6,14,4,4,6,1,1,0,0
4363,29/12/2018,Genoa,Fiorentina,0,0,D,0,0,D,7,8,3,6,21,8,7,3,2,1,0,0
4364,29/12/2018,Juventus,Sampdoria,2,1,H,1,1,D,15,7,8,3,13,16,6,3,2,2,0,0
4365,29/12/2018,Lazio,Torino,1,1,D,0,1,A,10,7,5,6,20,22,7,3,4,4,1,1
4366,29/12/2018,Milan,Spal,2,1,H,1,1,D,11,9,6,4,15,10,11,2,4,2,1,0
4367,29/12/2018,Napoli,Bologna,3,2,H,1,1,D,14,10,9,4,14,10,6,5,2,2,0,0
4368,29/12/2018,Parma,Roma,0,2,A,0,0,D,3,19,2,8,7,11,2,7,1,1,0,0
4369,29/12/2018,Sassuolo,Atalanta,2,6,A,0,2,A,13,13,8,9,10,10,1,8,1,2,0,0
4370,29/12/2018,Udinese,Cagliari,2,0,H,1,0,H,19,4,7,1,11,15,6,6,3,2,1,1
4371,19/01/2019,Inter,Sassuolo,0,0,D,0,0,D,8,11,4,6,16,16,11,0,1,3,0,0
4372,19/01/2019,Roma,Torino,3,2,H,2,0,H,11,8,9,3,17,17,6,3,2,3,0,0
